,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
186,D.W. Griffith,Kate Bruce,Adele DeGarde,Gladys Egan,Drama,the country doctor,Kate Bruce Adele DeGarde Gladys Egan D.W. Griffith Drama
187,Segundo de Chomón,Unkown,Unkown,Unkown,Fantasy Science Fiction,a trip to jupiter,Unkown Unkown Unkown Segundo de Chomón Fantasy Science Fiction
188,D.W. Griffith,Marion Leonard,Harry Solter,Florence Lawrence,Comedy,the lure of the gown,Marion Leonard Harry Solter Florence Lawrence D.W. Griffith Comedy
189,D.W. Griffith,Arthur V. Johnson,Marion Leonard,Henry B. Walthall,Thriller Drama Horror History,the sealed room,Arthur V. Johnson Marion Leonard Henry B. Walthall D.W. Griffith Thriller Drama Horror History
190,Walter R. Booth,Unkown,Unkown,Unkown,Drama War Science Fiction Action,the airship destroyer,Unkown Unkown Unkown Walter R. Booth Drama War Science Fiction Action
191,D.W. Griffith,James Kirkwood,Marion Leonard,Arthur V. Johnson,Western,"comata, the sioux",James Kirkwood Marion Leonard Arthur V. Johnson D.W. Griffith Western
192,Albert Capellani,Unkown,Unkown,Unkown,,the violin maker of cremona,Unkown Unkown Unkown Albert Capellani 
193,D.W. Griffith,Mary Pickford,George Nichols,Kate Bruce,Thriller,what's your hurry?,Mary Pickford George Nichols Kate Bruce D.W. Griffith Thriller
194,D.W. Griffith,Mary Pickford,James Kirkwood,Billy Quirk,Romance,sweet and twenty,Mary Pickford James Kirkwood Billy Quirk D.W. Griffith Romance
195,D.W. Griffith,Marion Leonard,David Miles,Mary Pickford,Drama,two memories,Marion Leonard David Miles Mary Pickford D.W. Griffith Drama
196,D.W. Griffith,Charles Inslee,Marion Leonard,George Gebhardt,Drama Crime,the cord of life,Charles Inslee Marion Leonard George Gebhardt D.W. Griffith Drama Crime
197,D.W. Griffith,Owen Moore,Violet Mersereau,Linda Arvidson,Drama,the cricket on the hearth,Owen Moore Violet Mersereau Linda Arvidson D.W. Griffith Drama
198,D.W. Griffith,John R. Cumpson,Florence Lawrence,Linda Arvidson,Comedy,the joneses have amateur theatricals,John R. Cumpson Florence Lawrence Linda Arvidson D.W. Griffith Comedy
199,D.W. Griffith,Herbert Prior,Mary Pickford,Owen Moore,Drama,the violin maker of cremona,Herbert Prior Mary Pickford Owen Moore D.W. Griffith Drama
200,J. Searle Dawley,Augustus Phillips,Mary Fuller,Charles Ogle,Horror Science Fiction Fantasy,frankenstein,Augustus Phillips Mary Fuller Charles Ogle J. Searle Dawley Horror Science Fiction Fantasy
201,D.W. Griffith,Mary Pickford,Francis J. Grandon,Henry B. Walthall,Romance,the thread of destiny,Mary Pickford Francis J. Grandon Henry B. Walthall D.W. Griffith Romance
202,August Blom,Ellen Diedrich,Victor Fabian,Julie Henriksen,Drama,the white slave trade,Ellen Diedrich Victor Fabian Julie Henriksen August Blom Drama
203,J. Searle Dawley,Marc McDermott,Charles Ogle,William Bechtel,Fantasy Drama,a christmas carol,Marc McDermott Charles Ogle William Bechtel J. Searle Dawley Fantasy Drama
204,Otis Turner,Hobart Bosworth,Eugenie Besserer,Robert Z. Leonard,Adventure Fantasy,the wonderful wizard of oz,Hobart Bosworth Eugenie Besserer Robert Z. Leonard Otis Turner Adventure Fantasy
205,Urban Gad,Asta Nielsen,Poul Reumert,Robert Dinesen,Drama,the abyss,Asta Nielsen Poul Reumert Robert Dinesen Urban Gad Drama
206,D.W. Griffith,Henry B. Walthall,Grace Henderson,Dorothy West,Drama War,the house with closed shutters,Henry B. Walthall Grace Henderson Dorothy West D.W. Griffith Drama War
207,Ashley Miller,Unkown,Unkown,Unkown,Adventure Science Fiction Fantasy,a trip to mars,Unkown Unkown Unkown Ashley Miller Adventure Science Fiction Fantasy
208,D.W. Griffith,Arthur V. Johnson,Linda Arvidson,Mary Pickford,Drama,the unchanging sea,Arthur V. Johnson Linda Arvidson Mary Pickford D.W. Griffith Drama
209,D.W. Griffith,Mary Pickford,Mack Sennett,Charles West,,in the season of buds,Mary Pickford Mack Sennett Charles West D.W. Griffith 
210,Émile Cohl,Unkown,Unkown,Unkown,Animation Comedy Fantasy,the waiter's dream,Unkown Unkown Unkown Émile Cohl Animation Comedy Fantasy
211,unknown,Mabel Normand,Unkown,Unkown,Comedy,indiscretions of betty,Mabel Normand Unkown Unkown unknown Comedy
212,D.W. Griffith,William J. Butler,Billy Quirk,Florence Barker,,serious sixteen,William J. Butler Billy Quirk Florence Barker D.W. Griffith 
213,Vasiliy Goncharov,Aleksandra Goncharova,Vladimir Maksimov,Ivan Mosjoukine,Drama Horror,at midnight in the graveyard,Aleksandra Goncharova Vladimir Maksimov Ivan Mosjoukine Vasiliy Goncharov Drama Horror
214,D.W. Griffith,Vivian Prescott,Mary Pickford,Charles West,,a child's impulse,Vivian Prescott Mary Pickford Charles West D.W. Griffith 
215,Louis Feuillade,Renée Carl,Léonce Perret,Madeleine Roch,Drama,esther,Renée Carl Léonce Perret Madeleine Roch Louis Feuillade Drama
216,J. Stuart Blackton,Maurice Costello,Clara Kimball Young,William Humphrey,Drama,richelieu; or: the conspiracy,Maurice Costello Clara Kimball Young William Humphrey J. Stuart Blackton Drama
217,D.W. Griffith,Dorothy West,Kate Bruce,Dell Henderson,Drama,a child of the ghetto,Dorothy West Kate Bruce Dell Henderson D.W. Griffith Drama
218,Pyotr Chardynin,Pavel Biryukov,Aleksandra Goncharova,Antonina Pozharskaya,Horror Drama,the queen of spades,Pavel Biryukov Aleksandra Goncharova Antonina Pozharskaya Pyotr Chardynin Horror Drama
219,D.W. Griffith,Marion Leonard,Dell Henderson,Gladys Egan,,gold is not all,Marion Leonard Dell Henderson Gladys Egan D.W. Griffith 
220,Giuseppe de Liguoro,Salvatore Papa,Arturo Pirovano,Giuseppe de Liguoro,Adventure Fantasy Horror,dante's inferno,Salvatore Papa Arturo Pirovano Giuseppe de Liguoro Giuseppe de Liguoro Adventure Fantasy Horror
221,August Blom,Axel Boesen,Birger von Cotta-Schønberg,Robert Dinesen,,the right of youth,Axel Boesen Birger von Cotta-Schønberg Robert Dinesen August Blom 
222,Winsor McCay,Winsor McCay,John Bunny,Maurice Costello,Animation Comedy,little nemo,Winsor McCay John Bunny Maurice Costello Winsor McCay Animation Comedy
223,D.W. Griffith,Blanche Sweet,George Nichols,Francis J. Grandon,Thriller Drama,the lonedale operator,Blanche Sweet George Nichols Francis J. Grandon D.W. Griffith Thriller Drama
224,D.W. Griffith,Wilfred Lucas,Linda Arvidson,Francis J. Grandon,Drama,enoch arden,Wilfred Lucas Linda Arvidson Francis J. Grandon D.W. Griffith Drama
225,D.W. Griffith,Wilfred Lucas,Dell Henderson,Claire McDowell,History Drama War,his trust,Wilfred Lucas Dell Henderson Claire McDowell D.W. Griffith History Drama War
226,Giovanni Pastrone,Luigi Romano Borgnetto,Giovanni Casaleggio,Madame Davesnes,Drama History War,the fall of troy,Luigi Romano Borgnetto Giovanni Casaleggio Madame Davesnes Giovanni Pastrone Drama History War
227,Giuseppe de Liguoro,Giuseppe de Liguoro,Eugenia Tettoni Fior,Ubaldo Maria Del Colle,Drama Adventure,l'odissea,Giuseppe de Liguoro Eugenia Tettoni Fior Ubaldo Maria Del Colle Giuseppe de Liguoro Drama Adventure
228,D.W. Griffith,Joseph Graybill,Dell Henderson,Vivian Prescott,Comedy Romance,teaching dad to like her,Joseph Graybill Dell Henderson Vivian Prescott D.W. Griffith Comedy Romance
229,August Blom,Gerda Christophersen,Clara Pontoppidan,Valdemar Psilander,,the dangerous age,Gerda Christophersen Clara Pontoppidan Valdemar Psilander August Blom 
230,D.W. Griffith,Wilfred Lucas,Linda Arvidson,Vivian Prescott,Drama,fisher folks,Wilfred Lucas Linda Arvidson Vivian Prescott D.W. Griffith Drama
231,D.W. Griffith,Blanche Sweet,Grace Henderson,Charles West,Drama,the long road,Blanche Sweet Grace Henderson Charles West D.W. Griffith Drama
232,Émile Cohl,Lucien Cazalis,Unkown,Unkown,Comedy,jobard killed his mother-in-law,Lucien Cazalis Unkown Unkown Émile Cohl Comedy
233,Gérard Bourgeois,Gabrielle Lange,Pierre Pradier,Jacques Normand,,in the grip of alcohol,Gabrielle Lange Pierre Pradier Jacques Normand Gérard Bourgeois 
234,William Humphrey,Maurice Costello,Florence Turner,John Bunny,Drama History,a tale of two cities,Maurice Costello Florence Turner John Bunny William Humphrey Drama History
235,Giovanni Vitrotti,Ernesto Vaser,Maria Bay,Unkown,,soap bubbles,Ernesto Vaser Maria Bay Unkown Giovanni Vitrotti 
236,Lewin Fitzhamon,Alma Taylor,Chrissie White,Frank Denton,Comedy,tilly and the fire engines,Alma Taylor Chrissie White Frank Denton Lewin Fitzhamon Comedy
237,William F. Haddock,Francis Ford,Edith Storey,Unkown,Western Drama Romance,billy and his pal,Francis Ford Edith Storey Unkown William F. Haddock Western Drama Romance
238,Louis Feuillade,Jean Aymé,Louise Lagrange,Luitz-Morat,History Drama,the roman orgy,Jean Aymé Louise Lagrange Luitz-Morat Louis Feuillade History Drama
239,Joris Ivens,Joris Ivens,Peter Ivens,Dorothea Ivens,Adventure Drama Western,the flaming arrow,Joris Ivens Peter Ivens Dorothea Ivens Joris Ivens Adventure Drama Western
240,D.W. Griffith,Elmer Booth,Lillian Gish,Walter Miller,Crime Drama,the musketeers of pig alley,Elmer Booth Lillian Gish Walter Miller D.W. Griffith Crime Drama
241,Wladyslaw Starewicz,Unkown,Unkown,Unkown,Animation,the cameraman's revenge,Unkown Unkown Unkown Wladyslaw Starewicz Animation
242,Alice Guy-Blaché,Mace Greenleaf,Blanche Cornwall,Marian Swayne,Drama,falling leaves,Mace Greenleaf Blanche Cornwall Marian Swayne Alice Guy-Blaché Drama
243,George D. Baker,Maurice Costello,Florence Turner,Mary Maurice,Drama,aunty's romance,Maurice Costello Florence Turner Mary Maurice George D. Baker Drama
244,D.W. Griffith,Wilfred Lucas,Blanche Sweet,Charles West,Action War Western,the massacre,Wilfred Lucas Blanche Sweet Charles West D.W. Griffith Action War Western
245,D.W. Griffith,Dorothy Bernard,Wilfred Lucas,Robert Harron,Crime Drama Action Thriller,the girl and her trust,Dorothy Bernard Wilfred Lucas Robert Harron D.W. Griffith Crime Drama Action Thriller
246,Winsor McCay,Unkown,Unkown,Unkown,Animation Comedy,how a mosquito operates,Unkown Unkown Unkown Winsor McCay Animation Comedy
247,Georges Méliès,Georges Méliès,Fernande Albany,Unkown,Adventure Comedy Science Fiction,the conquest of the pole,Georges Méliès Fernande Albany Unkown Georges Méliès Adventure Comedy Science Fiction
248,Harold M. Shaw,Martin Fuller,Mrs. William Bechtel,Walter Edwin,Fantasy Drama,the land beyond the sunset,Martin Fuller Mrs. William Bechtel Walter Edwin Harold M. Shaw Fantasy Drama
249,Harry Schenck,Billy Quirk,Mary Foy,Unkown,Comedy Western,"algie, the miner",Billy Quirk Mary Foy Unkown Harry Schenck Comedy Western
250,D.W. Griffith,Blanche Sweet,Madge Kirby,Charles Hill Mailes,Drama,the painted lady,Blanche Sweet Madge Kirby Charles Hill Mailes D.W. Griffith Drama
251,Charles L. Gaskill,Helen Gardner,Charles Sindelar,Pearl Sindelar,Drama History,cleopatra,Helen Gardner Charles Sindelar Pearl Sindelar Charles L. Gaskill Drama History
252,D.W. Griffith,Mary Pickford,Lionel Barrymore,Charles Hill Mailes,Drama,the new york hat,Mary Pickford Lionel Barrymore Charles Hill Mailes D.W. Griffith Drama
253,Lucius Henderson,James Cruze,Florence La Badie,Marie Eline,Horror,dr. jekyll and mr. hyde,James Cruze Florence La Badie Marie Eline Lucius Henderson Horror
254,D.W. Griffith,Mary Pickford,Henry B. Walthall,Lionel Barrymore,Western Romance,friends,Mary Pickford Henry B. Walthall Lionel Barrymore D.W. Griffith Western Romance
255,D.W. Griffith,Lillian Gish,Dorothy Gish,Robert Harron,Drama,an unseen enemy,Lillian Gish Dorothy Gish Robert Harron D.W. Griffith Drama
256,D.W. Griffith,Lionel Barrymore,Henry B. Walthall,Robert Harron,Drama Crime,the burglar’s dilemma,Lionel Barrymore Henry B. Walthall Robert Harron D.W. Griffith Drama Crime
257,Mack Sennett,Fred Mace,Mabel Normand,Dell Henderson,Comedy,help! help!,Fred Mace Mabel Normand Dell Henderson Mack Sennett Comedy
258,Laurence Trimble,John Bunny,Flora Finch,Leah Baird,Comedy,a cure for pokeritis,John Bunny Flora Finch Leah Baird Laurence Trimble Comedy
259,D.W. Griffith,Charles West,Claire McDowell,Mary Pickford,Drama,the female of the species,Charles West Claire McDowell Mary Pickford D.W. Griffith Drama
260,Stellan Rye,Paul Wegener,Grete Berger,Lyda Salmonova,Drama Fantasy,the student of prague,Paul Wegener Grete Berger Lyda Salmonova Stellan Rye Drama Fantasy
261,Phillips Smalley,Lois Weber,Val Paul,Sam Kaufman,Drama Thriller,suspense.,Lois Weber Val Paul Sam Kaufman Phillips Smalley Drama Thriller
262,Victor Sjöström,Hilda Borgström,Georg Grönroos,William Larsson,Drama,ingeborg holm,Hilda Borgström Georg Grönroos William Larsson Victor Sjöström Drama
263,unknown,Unkown,Unkown,Unkown,,constantine,Unkown Unkown Unkown unknown 
264,Evgeny Bauer,Nina Chernova,A. Ugrjumov,Valerian Demert,Drama,twilight of a woman's soul,Nina Chernova A. Ugrjumov Valerian Demert Evgeny Bauer Drama
265,Louis Feuillade,René Navarre,Edmund Breon,Georges Melchior,Drama Thriller,fantômas,René Navarre Edmund Breon Georges Melchior Louis Feuillade Drama Thriller
266,D.W. Griffith,Mary Pickford,W. Chrystie Miller,Charles Hill Mailes,Drama,the unwelcome guest,Mary Pickford W. Chrystie Miller Charles Hill Mailes D.W. Griffith Drama
267,D.W. Griffith,Lillian Gish,Walter Miller,Viola Barry,Drama,the mothering heart,Lillian Gish Walter Miller Viola Barry D.W. Griffith Drama
268,Wladyslaw Starewicz,Unkown,Unkown,Unkown,Animation Fantasy,the insects' christmas,Unkown Unkown Unkown Wladyslaw Starewicz Animation Fantasy
269,Herbert Brenon,King Baggot,Jane Gail,Matt Snyder,Drama Horror Science Fiction,dr. jekyll and mr. hyde,King Baggot Jane Gail Matt Snyder Herbert Brenon Drama Horror Science Fiction
270,Enrico Guazzoni,Amleto Novelli,Gustavo Serena,Bruto Castellani,Drama History,quo vadis?,Amleto Novelli Gustavo Serena Bruto Castellani Enrico Guazzoni Drama History
271,George Nichols,Roscoe 'Fatty' Arbuckle,Minta Durfee,Edgar Kennedy,Comedy,fatty joins the force,Roscoe 'Fatty' Arbuckle Minta Durfee Edgar Kennedy George Nichols Comedy
272,D.W. Griffith,Mae Marsh,Alfred Paget,Robert Harron,Action Western,the battle at elderbush gulch,Mae Marsh Alfred Paget Robert Harron D.W. Griffith Action Western
273,Henry Lehrman,Fred Mace,Mabel Normand,Nick Cogley,Comedy Action,bangville police,Fred Mace Mabel Normand Nick Cogley Henry Lehrman Comedy Action
274,D.W. Griffith,Charles Hill Mailes,Jennie Lee,Robert Harron,Comedy Drama,the reformers,Charles Hill Mailes Jennie Lee Robert Harron D.W. Griffith Comedy Drama
275,D.W. Griffith,Blanche Sweet,Henry B. Walthall,Walter Miller,Drama,death's marathon,Blanche Sweet Henry B. Walthall Walter Miller D.W. Griffith Drama
276,D.W. Griffith,Charles Hill Mailes,Robert Harron,Clara T. Bracy,Drama,brothers,Charles Hill Mailes Robert Harron Clara T. Bracy D.W. Griffith Drama
277,D.W. Griffith,Mae Marsh,W. Chrystie Miller,Kate Bruce,Drama,the little tease,Mae Marsh W. Chrystie Miller Kate Bruce D.W. Griffith Drama
278,Maurits Binger,Annie Bos,Alex Benno,Koba Kinsbergen,Drama Romance,the burning mill,Annie Bos Alex Benno Koba Kinsbergen Maurits Binger Drama Romance
279,unknown,Marie Eline,Helen Badgley,David Thompson,,the spoiled darling's doll,Marie Eline Helen Badgley David Thompson unknown 
280,Giovanni Pastrone,Carolina Catena,Lidia Quaranta,Gina Marangoni,Drama History,cabiria,Carolina Catena Lidia Quaranta Gina Marangoni Giovanni Pastrone Drama History
281,Winsor McCay,Winsor McCay,George McManus,Roy L. McCardell,Animation Comedy,gertie the dinosaur,Winsor McCay George McManus Roy L. McCardell Winsor McCay Animation Comedy
282,Charlie Chaplin,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Phyllis Allen,Comedy,the rounders,Charlie Chaplin Roscoe 'Fatty' Arbuckle Phyllis Allen Charlie Chaplin Comedy
283,Henry Lehrman,Charlie Chaplin,Henry Lehrman,Frank D. Williams,Comedy,kid auto races at venice,Charlie Chaplin Henry Lehrman Frank D. Williams Henry Lehrman Comedy
284,Henry Lehrman,Charlie Chaplin,Henry Lehrman,Grover Ligon,Comedy,making a living,Charlie Chaplin Henry Lehrman Grover Ligon Henry Lehrman Comedy
285,George Nichols,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Peggy Pearce,Comedy,a film johnnie,Charlie Chaplin Roscoe 'Fatty' Arbuckle Peggy Pearce George Nichols Comedy
286,Mack Sennett,Charlie Chaplin,Ford Sterling,Roscoe 'Fatty' Arbuckle,Comedy,tango tangles,Charlie Chaplin Ford Sterling Roscoe 'Fatty' Arbuckle Mack Sennett Comedy
287,Mack Sennett,Roscoe 'Fatty' Arbuckle,Minta Durfee,Edgar Kennedy,Comedy,the knockout,Roscoe 'Fatty' Arbuckle Minta Durfee Edgar Kennedy Mack Sennett Comedy
288,Mack Sennett,Charlie Chaplin,Mabel Normand,Mack Swain,Comedy,mabel's married life,Charlie Chaplin Mabel Normand Mack Swain Mack Sennett Comedy
289,Mabel Normand,Charlie Chaplin,Mabel Normand,Phyllis Allen,Comedy,caught in a cabaret,Charlie Chaplin Mabel Normand Phyllis Allen Mabel Normand Comedy
290,Mack Sennett,Marie Dressler,Charlie Chaplin,Mabel Normand,Comedy Drama Romance,tillie's punctured romance,Marie Dressler Charlie Chaplin Mabel Normand Mack Sennett Comedy Drama Romance
291,Mack Sennett,Charlie Chaplin,Mabel Normand,Harry McCoy,Comedy,mabel at the wheel,Charlie Chaplin Mabel Normand Harry McCoy Mack Sennett Comedy
292,George Nichols,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Peggy Pearce,Comedy,his favorite pastime,Charlie Chaplin Roscoe 'Fatty' Arbuckle Peggy Pearce George Nichols Comedy
293,Charlie Chaplin,Charlie Chaplin,Minta Durfee,Edgar Kennedy,Comedy,twenty minutes of love,Charlie Chaplin Minta Durfee Edgar Kennedy Charlie Chaplin Comedy
294,Henry Lehrman,Ford Sterling,Charlie Chaplin,Chester Conklin,Comedy,between showers,Ford Sterling Charlie Chaplin Chester Conklin Henry Lehrman Comedy
295,Mabel Normand,Mabel Normand,Charlie Chaplin,Chester Conklin,Comedy,mabel's strange predicament,Mabel Normand Charlie Chaplin Chester Conklin Mabel Normand Comedy
296,Charlie Chaplin,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Chester Conklin,Comedy,the masquerader,Charlie Chaplin Roscoe 'Fatty' Arbuckle Chester Conklin Charlie Chaplin Comedy
297,Charlie Chaplin,Charlie Chaplin,Mabel Normand,Mack Swain,Comedy,his trysting places,Charlie Chaplin Mabel Normand Mack Swain Charlie Chaplin Comedy
298,Charlie Chaplin,Charlie Chaplin,Mack Swain,Gene Marsh,Comedy,his prehistoric past,Charlie Chaplin Mack Swain Gene Marsh Charlie Chaplin Comedy
299,Charlie Chaplin,Charlie Chaplin,Mack Swain,Charley Chase,Comedy,his musical career,Charlie Chaplin Mack Swain Charley Chase Charlie Chaplin Comedy
300,D.W. Griffith,Lillian Gish,Mae Marsh,Henry B. Walthall,Drama History War,the birth of a nation,Lillian Gish Mae Marsh Henry B. Walthall D.W. Griffith Drama History War
301,Charlie Chaplin,Charlie Chaplin,Edna Purviance,Ernest Van Pelt,Comedy,the champion,Charlie Chaplin Edna Purviance Ernest Van Pelt Charlie Chaplin Comedy
302,Charlie Chaplin,Charlie Chaplin,Edna Purviance,Charlotte Mineau,Comedy,a night in the show,Charlie Chaplin Edna Purviance Charlotte Mineau Charlie Chaplin Comedy
